k,time,wind_mps,P_pu,Q_pu,wr_pu,P_MW,Q_Mvar,dayOfYear,month
1450,29-Aug-2024 12:00:00,11.0509509465244,0.658896047198284,-0.180480557368175,1.18700783106625,751.141493806044,-205.74783539972,242,8
1451,29-Aug-2024 16:00:00,10.7476093379593,0.60877101018136,-0.196558425128455,1.16282625504935,693.99895160675,-224.076604646439,242,8
1452,29-Aug-2024 20:00:00,10.4949628562909,0.572436711606388,-0.204621013786548,1.14164069557165,652.577851231283,-233.267955716665,242,8
1453,30-Aug-2024 00:00:00,9.39398784357389,0.435268747408178,-0.229758679152219,1.04542568342337,496.206372045323,-261.924894233529,243,8
1454,30-Aug-2024 04:00:00,8.30021107866147,0.334435846441188,-0.236309334835859,0.951955609262537,381.256864942955,-269.392641712879,243,8
1455,30-Aug-2024 08:00:00,6.08459358158257,0.189757414143496,-0.22378226420128,0.794241968385886,216.323452123585,-255.111781189459,243,8
1456,30-Aug-2024 12:00:00,3.70281593158201,0.0926105438988459,-0.204508712776976,0.705980350598366,105.576020044684,-233.139932565753,243,8
1457,30-Aug-2024 16:00:00,3.98110290924214,0.0966157066546698,-0.202819039441417,0.71036191430351,110.141905586324,-231.213704963215,243,8
1458,30-Aug-2024 20:00:00,5.35377154692928,0.159571573983653,-0.220286300131501,0.756119048342207,181.911594341364,-251.126382149911,243,8
1459,31-Aug-2024 00:00:00,5.54956571800262,0.150902003345677,-0.212790646610154,0.765490280899354,172.028283814072,-242.581337135576,244,8
1460,31-Aug-2024 04:00:00,5.11029017481604,0.144888782738724,-0.214389715537984,0.74528373208557,165.173212322145,-244.404275713302,244,8
1461,31-Aug-2024 08:00:00,4.96659432746152,0.128931533366856,-0.20851270411322,0.739349755807029,146.981948038215,-237.70448268907,244,8
1462,31-Aug-2024 12:00:00,5.9892643236617,0.168506569950503,-0.215797696571086,0.788776785946044,192.097489743574,-246.009374091038,244,8
1463,31-Aug-2024 16:00:00,5.40138972774803,0.14462370314205,-0.211602744076274,0.75831485052665,164.871021581937,-241.227128246952,244,8
1464,31-Aug-2024 20:00:00,5.8199183301564,0.167694986176917,-0.216572138112021,0.779472651090608,191.172284241686,-246.892237447704,244,8
1465,01-Sep-2024 00:00:00,6.24028986693141,0.178950370943492,-0.218741818899908,0.80335241950287,204.003422875581,-249.365673545895,245,9
1466,01-Sep-2024 04:00:00,6.82495563864736,0.225949563063691,-0.233888843371586,0.840654609819597,257.582501892608,-266.633281443608,245,9
1467,01-Sep-2024 08:00:00,7.35634541876827,0.249398170440802,-0.232066254773086,0.878134599362553,284.313914302514,-264.555530441318,245,9
1468,01-Sep-2024 12:00:00,7.45047480230388,0.260811918489737,-0.227370934986962,0.885117441481891,297.3255870783,-259.202865885136,245,9
1469,01-Sep-2024 16:00:00,5.2459001560968,0.135550002522482,-0.211072920316375,0.751169822759273,154.52700287563,-240.623129160668,245,9
1470,01-Sep-2024 20:00:00,6.11308840925762,0.174416664057234,-0.216808487629778,0.795857829276563,198.834997025247,-247.161675897947,245,9
1471,02-Sep-2024 00:00:00,7.25506115838637,0.25782173675484,-0.232879673086913,0.870774369149615,293.916779900518,-265.482827319081,246,9
1472,02-Sep-2024 04:00:00,5.08530380484881,0.131108070112368,-0.209054429849899,0.744210033243101,149.4631999281,-238.322050028885,246,9
1473,02-Sep-2024 08:00:00,5.87785638145002,0.182437212762144,-0.225405100462702,0.782647946760438,207.978422548844,-256.96181452748,246,9
1474,02-Sep-2024 12:00:00,4.31814137516802,0.115677029632159,-0.208831147471717,0.717833613258299,131.871813780661,-238.067508117758,246,9
1475,02-Sep-2024 16:00:00,1.93281533244574,0.0781014439201136,-0.207038985950717,0.700394926439407,89.0356460689295,-236.024443983817,246,9
1476,02-Sep-2024 20:00:00,5.55546659702635,0.162412063309908,-0.225255146266074,0.765818212604044,185.149752173295,-256.790866743325,246,9
1477,03-Sep-2024 00:00:00,4.91432822714629,0.136190005561536,-0.219615821405302,0.737321600035535,155.256606340152,-250.362036402044,247,9
1478,03-Sep-2024 04:00:00,4.01504573422474,0.100802856392128,-0.204710980284814,0.711007889324723,114.915256287026,-233.370517524688,247,9
1479,03-Sep-2024 08:00:00,3.86847484498418,0.0851037038826496,-0.198766037340297,0.70839662914204,97.0182224262206,-226.593282567938,247,9
1480,03-Sep-2024 12:00:00,6.15327716793508,0.179937994011968,-0.217787703224077,0.798204510386956,205.129313173643,-248.277981675448,247,9
1481,03-Sep-2024 16:00:00,7.71107449253905,0.279073513648822,-0.228497265144168,0.904893719391959,318.143805559657,-260.486882264352,247,9
1482,03-Sep-2024 20:00:00,6.02105579517214,0.189098621655977,-0.227654544769727,0.790621408565675,215.572428687814,-259.526181037488,247,9
1483,04-Sep-2024 00:00:00,3.74408092969024,0.091018140187212,-0.209490762734313,0.706552661470953,103.760679813422,-238.819469517117,248,9
1484,04-Sep-2024 04:00:00,4.60465284101477,0.134178477659655,-0.21782837076897,0.726242819783517,152.963464532007,-248.324342676625,248,9
1485,04-Sep-2024 08:00:00,5.06655206708407,0.133910467630271,-0.215903673996269,0.74344123031546,152.657933098508,-246.130188355747,248,9
1486,04-Sep-2024 12:00:00,5.34412059405002,0.140432462469697,-0.21443288840132,0.755642235949841,160.093007215454,-244.453492777505,248,9
1487,04-Sep-2024 16:00:00,6.64079072021885,0.212610254517746,-0.223724477330616,0.828417096116545,242.375690150231,-255.045904156902,248,9
1488,04-Sep-2024 20:00:00,7.64372851697793,0.284804318306828,-0.234968314881323,0.899752717466876,324.676922869784,-267.863878964708,248,9
1489,05-Sep-2024 00:00:00,8.32580807678849,0.334433780519611,-0.231952660470384,0.954056338696695,381.254509792357,-264.426032936238,249,9
1490,05-Sep-2024 04:00:00,10.0301935519514,0.507760750519882,-0.218742282911411,1.10144815612851,578.847255592666,-249.366202519009,249,9
1491,05-Sep-2024 08:00:00,10.8693428943512,0.62794031321456,-0.190898284708722,1.17273490830233,715.851957064599,-217.624044567943,249,9
1492,05-Sep-2024 12:00:00,10.5854230724687,0.585791420900713,-0.201248371665614,1.14929645019174,667.802219826813,-229.4231436988,249,9
1493,05-Sep-2024 16:00:00,11.1606615775946,0.667133507972615,-0.179752915217416,1.19527220157785,760.532199088781,-204.918323347854,249,9
1494,05-Sep-2024 20:00:00,10.7131644501359,0.605241734509358,-0.197067994691954,1.159968444246,689.975577340668,-224.657513948827,249,9
1495,06-Sep-2024 00:00:00,9.26409116051296,0.421900113348637,-0.23126988863474,1.03404724132072,480.966129217446,-263.647673043604,250,9
1496,06-Sep-2024 04:00:00,8.36196550507849,0.338440957618074,-0.236927891271611,0.95704149628774,385.822691684605,-270.097796049637,250,9
1497,06-Sep-2024 08:00:00,7.61843453362519,0.268523562932519,-0.227717617947595,0.897777775242059,306.116861743071,-259.598084460259,250,9
1498,06-Sep-2024 12:00:00,7.36376654270639,0.265075739729631,-0.235107623820527,0.878718260080614,302.186343291779,-268.022691155401,250,9
1499,06-Sep-2024 16:00:00,7.33505993373496,0.262318923279126,-0.235538761614644,0.87660843331208,299.043572538204,-268.514188240694,250,9
1500,06-Sep-2024 20:00:00,6.00766918617993,0.173081413613161,-0.216741308964821,0.789820571055179,197.312811519004,-247.085092219896,250,9
